"CALENDAR.YEAR","CATEGORY","AGENCY.NAME","X1..PIT.OFFSET.COUNT","X1..PIT.OFFSET.AMOUNT","X2..LOTTERY.OFFSET.COUNT","X2..LOTTERY.OFFSET.AMOUNT","X3..UNCLAIMED.PROPERTY.OFFSET.COUNT","X3..UNCLAIMED.PROPERTY.OFFSET.AMOUNT","Total.OFFSET.COUNT","Total.OFFSET.AMOUNT","AGENCY_CLEAN","Year","PIT_Count","PIT_Amount","Lottery_Count","Lottery_Amount","UCP_Count","UCP_Amount","Total_Count","Total_Amount","Lottery_UCP_Amount","Lottery_UCP_Count"
"CY2021","2 - CITY","CITY OF POMONA 180","180","$27,342.56","2","$399.00","3","$56.02","185","$27,797.58","CITY OF POMONA",2021,180,27342.56,2,399,3,56.02,185,27797.58,455.02,5
"CY2021","2 - CITY","CITY OF RANCHO CUCAMONGA 23","23","$3,553.37","1","$139.00","","","24","$3,692.37","CITY OF RANCHO CUCAMONGA",2021,23,3553.37,1,139,0,0,24,3692.37,139,1
"CY2021","2 - CITY","CITY OF REDLANDS 56","56","$9,870.89","","","5","$683.58","61","$10,554.47","CITY OF REDLANDS",2021,56,9870.89,0,0,5,683.58,61,10554.47,683.58,5
"CY2021","2 - CITY","CITY OF REDONDO BEACH 119","119","$17,755.40","3","$429.00","8","$1,746.69","130","$19,931.09","CITY OF REDONDO BEACH",2021,119,17755.4,3,429,8,1746.69,130,19931.09,2175.69,11
"CY2021","2 - CITY","CITY OF REDWOOD CITY 35","35","$3,766.60","3","$271.00","7","$431.37","45","$4,468.97","CITY OF REDWOOD CITY",2021,35,3766.6,3,271,7,431.37,45,4468.97,702.37,10
"CY2021","2 - CITY","CITY OF MURRIETA 25","25","$4,712.23","1","$500.00","2","$127.43","28","$5,339.66","CITY OF MURRIETA",2021,25,4712.23,1,500,2,127.43,28,5339.66,627.43,3
"CY2021","2 - CITY","CITY OF CULVER CITY 110","110","$19,326.01","2","$416.00","2","$100.05","114","$19,842.06","CITY OF CULVER CITY",2021,110,19326.01,2,416,2,100.05,114,19842.06,516.05,4
"CY2021","2 - CITY","CITY OF MENIFEE 23","23","$8,886.45","","","2","$231.11","25","$9,117.56","CITY OF MENIFEE",2021,23,8886.45,0,0,2,231.11,25,9117.56,231.11,2
"CY2021","2 - CITY","CITY OF SAN CLEMENTE 48","48","$4,882.74","","","1","$45.78","49","$4,928.52","CITY OF SAN CLEMENTE",2021,48,4882.74,0,0,1,45.78,49,4928.52,45.78,1
"CY2021","2 - CITY","CITY OF SANTA MONICA 223","223","$31,184.34","6","$905.00","10","$954.69","239","$33,044.03","CITY OF SANTA MONICA",2021,223,31184.34,6,905,10,954.69,239,33044.03,1859.69,16
"CY2021","2 - CITY","CITY OF FOUNTAIN VALLEY 17","17","$1,351.32","2","$174.00","","","19","$1,525.32","CITY OF FOUNTAIN VALLEY",2021,17,1351.32,2,174,0,0,19,1525.32,174,2
"CY2021","2 - CITY","CITY OF BELLFLOWER 266","266","$46,700.83","10","$3,786.64","10","$1,118.72","286","$51,606.19","CITY OF BELLFLOWER",2021,266,46700.83,10,3786.64,10,1118.72,286,51606.19,4905.36,20
"CY2021","2 - CITY","FOSTER CITY POLICE DEPT 1","1","$160.00","","","","","1","$160.00","FOSTER CITY POLICE DEPT",2021,1,160,0,0,0,0,1,160,0,0
"CY2021","2 - CITY","CITY OF SAN DIEGO 3,414","3,414","$531,503.49","52","$10,166.87","129","$15,434.33","3,595","$557,104.69","CITY OF SAN DIEGO",2021,3414,531503.49,52,10166.87,129,15434.33,3595,557104.69,25601.2,181
"CY2021","2 - CITY","CITY OF EL CENTRO 5","5","$896.56","","","","","5","$896.56","CITY OF EL CENTRO",2021,5,896.56,0,0,0,0,5,896.56,0,0
"CY2021","2 - CITY","CITY OF SAN LEANDRO 92","92","$16,846.03","3","$337.00","3","$466.60","98","$17,649.63","CITY OF SAN LEANDRO",2021,92,16846.03,3,337,3,466.6,98,17649.63,803.6,6
"CY2021","2 - CITY","CITY OF SAN CARLOS 6","6","$1,153.00","","","","","6","$1,153.00","CITY OF SAN CARLOS",2021,6,1153,0,0,0,0,6,1153,0,0
"CY2021","2 - CITY","CITY OF SANTA ANA 123","123","$19,779.43","5","$730.00","4","$220.21","132","$20,729.64","CITY OF SANTA ANA",2021,123,19779.43,5,730,4,220.21,132,20729.64,950.21,9
"CY2021","2 - CITY","CITY OF SEAL BEACH 102","102","$12,891.38","1","$122.00","4","$307.57","107","$13,320.95","CITY OF SEAL BEACH",2021,102,12891.38,1,122,4,307.57,107,13320.95,429.57,5
"CY2021","2 - CITY","CITY OF RICHMOND 364","364","$31,750.39","17","$1,751.30","17","$749.19","398","$34,250.88","CITY OF RICHMOND",2021,364,31750.39,17,1751.3,17,749.19,398,34250.88,2500.49,34
"CY2021","2 - CITY","CITY OF SANTA MONICA 3","3","$404.24","","","","","3","$404.24","CITY OF SANTA MONICA",2021,3,404.24,0,0,0,0,3,404.24,0,0
"CY2021","2 - CITY","CITY OF PACIFIC GROVE 3","3","$267.00","","","1","$78.00","4","$345.00","CITY OF PACIFIC GROVE",2021,3,267,0,0,1,78,4,345,78,1
"CY2021","2 - CITY","CITY OF EL MONTE (PARKING) 124","124","$14,934.28","5","$1,023.00","4","$44.79","133","$16,002.07","CITY OF EL MONTE (PARKING)",2021,124,14934.28,5,1023,4,44.79,133,16002.07,1067.79,9
"CY2021","2 - CITY","CITY OF POMONA 10","10","$4,899.00","","","2","$394.12","12","$5,293.12","CITY OF POMONA",2021,10,4899,0,0,2,394.12,12,5293.12,394.12,2
"CY2021","2 - CITY","CITY OF TEMPLE CITY 38","38","$5,674.65","1","$110.00","","","39","$5,784.65","CITY OF TEMPLE CITY",2021,38,5674.65,1,110,0,0,39,5784.65,110,1
"CY2021","2 - CITY","CITY OF SOUTH SAN FRANCISCO 63","63","$10,417.78","7","$4,936.00","1","$10.19","71","$15,363.97","CITY OF SOUTH SAN FRANCISCO",2021,63,10417.78,7,4936,1,10.19,71,15363.97,4946.19,8
"CY2021","2 - CITY","CITY OF TUSTIN 60","60","$8,741.24","1","$546.00","2","$51.03","63","$9,338.27","CITY OF TUSTIN",2021,60,8741.24,1,546,2,51.03,63,9338.27,597.03,3
"CY2021","2 - CITY","CITY OF VICTORVILLE 33","33","$23,097.59","","","2","$1,036.76","35","$24,134.35","CITY OF VICTORVILLE",2021,33,23097.59,0,0,2,1036.76,35,24134.35,1036.76,2
"CY2021","2 - CITY","CITY OF WEST HOLLYWOOD 170","170","$24,230.58","7","$962.00","9","$480.09","186","$25,672.67","CITY OF WEST HOLLYWOOD",2021,170,24230.58,7,962,9,480.09,186,25672.67,1442.09,16
"CY2021","2 - CITY","CITY OF ORANGE 123","123","$19,595.79","4","$513.50","2","$166.99","129","$20,276.28","CITY OF ORANGE",2021,123,19595.79,4,513.5,2,166.99,129,20276.28,680.49,6
"CY2021","2 - CITY","CITY OF SAN BERNARDINO 282","282","$44,399.05","9","$1,518.00","7","$367.68","298","$46,284.73","CITY OF SAN BERNARDINO",2021,282,44399.05,9,1518,7,367.68,298,46284.73,1885.68,16
"CY2021","2 - CITY","CITY OF YUBA CITY 15","15","$4,569.52","","","","","15","$4,569.52","CITY OF YUBA CITY",2021,15,4569.52,0,0,0,0,15,4569.52,0,0
"CY2021","2 - CITY","CITY OF LOS ANGELES 178","178","$36,079.39","12","$4,269.00","3","$471.36","193","$40,819.75","CITY OF LOS ANGELES",2021,178,36079.39,12,4269,3,471.36,193,40819.75,4740.36,15
"CY2021","2 - CITY","CITY OF ARCADIA 25","25","$3,916.77","1","$143.00","1","$22.03","27","$4,081.80","CITY OF ARCADIA",2021,25,3916.77,1,143,1,22.03,27,4081.8,165.03,2
"CY2021","2 - CITY","CITY OF WESTMINSTER 87","87","$10,872.48","5","$2,299.00","3","$148.32","95","$13,319.80","CITY OF WESTMINSTER",2021,87,10872.48,5,2299,3,148.32,95,13319.8,2447.32,8
"CY2021","2 - CITY","CITY OF COSTA MESA 116","116","$13,210.65","1","$321.50","5","$408.00","122","$13,940.15","CITY OF COSTA MESA",2021,116,13210.65,1,321.5,5,408,122,13940.15,729.5,6
"CY2021","2 - CITY","CITY OF SOUTH LAKE TAHOE 6","6","$3,599.47","","","","","6","$3,599.47","CITY OF SOUTH LAKE TAHOE",2021,6,3599.47,0,0,0,0,6,3599.47,0,0
"CY2021","2 - CITY","CITY OF ANAHEIM 264","264","$34,308.38","5","$1,214.95","4","$399.93","273","$35,923.26","CITY OF ANAHEIM",2021,264,34308.38,5,1214.95,4,399.93,273,35923.26,1614.88,9
"CY2021","2 - CITY","CITY OF VISTA 97","97","$17,309.52","1","$369.00","3","$178.64","101","$17,857.16","CITY OF VISTA",2021,97,17309.52,1,369,3,178.64,101,17857.16,547.64,4
"CY2021","2 - CITY","CITY OF PALO ALTO 48","48","$6,633.12","1","$102.00","7","$494.46","56","$7,229.58","CITY OF PALO ALTO",2021,48,6633.12,1,102,7,494.46,56,7229.58,596.46,8
"CY2021","2 - CITY","CITY OF HUGHSON 3","3","$453.33","","","","","3","$453.33","CITY OF HUGHSON",2021,3,453.33,0,0,0,0,3,453.33,0,0
"CY2021","2 - CITY","CITY OF BUENA PARK 101","101","$19,263.10","3","$597.00","8","$483.15","112","$20,343.25","CITY OF BUENA PARK",2021,101,19263.1,3,597,8,483.15,112,20343.25,1080.15,11
"CY2021","2 - CITY","CITY OF RANCHO MIRAGE 5","5","$824.97","","","","","5","$824.97","CITY OF RANCHO MIRAGE",2021,5,824.97,0,0,0,0,5,824.97,0,0
"CY2021","2 - CITY","CITY OF TORRANCE 79","79","$11,854.89","3","$978.00","9","$421.95","91","$13,254.84","CITY OF TORRANCE",2021,79,11854.89,3,978,9,421.95,91,13254.84,1399.95,12
"CY2021","2 - CITY","CITY OF UNION CITY 30","30","$9,135.93","","","1","$492.00","31","$9,627.93","CITY OF UNION CITY",2021,30,9135.93,0,0,1,492,31,9627.93,492,1
"CY2021","2 - CITY","CITY OF ALAMEDA 30","30","$4,012.99","1","$189.00","2","$228.00","33","$4,429.99","CITY OF ALAMEDA",2021,30,4012.99,1,189,2,228,33,4429.99,417,3
"CY2021","2 - CITY","CITY OF CERES 17","17","$2,435.47","1","$119.00","","","18","$2,554.47","CITY OF CERES",2021,17,2435.47,1,119,0,0,18,2554.47,119,1
"CY2021","2 - CITY","CITY OF IMPERIAL BEACH 7","7","$1,489.05","","","","","7","$1,489.05","CITY OF IMPERIAL BEACH",2021,7,1489.05,0,0,0,0,7,1489.05,0,0
"CY2021","2 - CITY","CITY OF NORWALK 120","120","$25,697.64","4","$1,435.00","1","$115.38","125","$27,248.02","CITY OF NORWALK",2021,120,25697.64,4,1435,1,115.38,125,27248.02,1550.38,5
"CY2021","2 - CITY","CITY OF SAN JOSE 8","8","$6,015.78","1","$2,000.00","","","9","$8,015.78","CITY OF SAN JOSE",2021,8,6015.78,1,2000,0,0,9,8015.78,2000,1
"CY2021","2 - CITY","CITY OF SOUTH GATE 2","2","$324.29","","","","","2","$324.29","CITY OF SOUTH GATE",2021,2,324.29,0,0,0,0,2,324.29,0,0
"CY2021","2 - CITY","CITY OF HUGHSON 5","5","$921.48","1","$442.05","","","6","$1,363.53","CITY OF HUGHSON",2021,5,921.48,1,442.05,0,0,6,1363.53,442.05,1
"CY2021","2 - CITY","CITY OF ESCALON 3","3","$414.22","","","","","3","$414.22","CITY OF ESCALON",2021,3,414.22,0,0,0,0,3,414.22,0,0
"CY2021","2 - CITY","CITY OF MONTEREY PARK 54","54","$4,120.20","4","$711.18","1","$10.98","59","$4,842.36","CITY OF MONTEREY PARK",2021,54,4120.2,4,711.18,1,10.98,59,4842.36,722.16,5
"CY2021","2 - CITY","CITY OF LOS ANGELES (LADOT) 2,046","2,046","$422,182.96","84","$26,963.89","68","$7,577.09","2,198","$456,723.94","CITY OF LOS ANGELES (LADOT)",2021,2046,422182.96,84,26963.89,68,7577.09,2198,456723.94,34540.98,152
"CY2021","2 - CITY","MENLO PARK POLICE DEPARTMENT 17","17","$3,548.73","","","1","$53.57","18","$3,602.30","MENLO PARK POLICE DEPARTMENT",2021,17,3548.73,0,0,1,53.57,18,3602.3,53.57,1
"CY2021","2 - CITY","CITY OF LONG BEACH 74","74","$20,756.65","3","$2,075.37","5","$2,045.82","82","$24,877.84","CITY OF LONG BEACH",2021,74,20756.65,3,2075.37,5,2045.82,82,24877.84,4121.19,8
"CY2021","2 - CITY","CITY OF LOS ANGELES 6","6","$1,028.15","","","","","6","$1,028.15","CITY OF LOS ANGELES",2021,6,1028.15,0,0,0,0,6,1028.15,0,0
"CY2021","2 - CITY","CITY OF RANCHO CORDOVA 18","18","$5,249.70","2","$717.00","2","$259.58","22","$6,226.28","CITY OF RANCHO CORDOVA",2021,18,5249.7,2,717,2,259.58,22,6226.28,976.58,4
"CY2021","2 - CITY","CITY OF COTATI 5","5","$289.21","","","1","$19.10","6","$308.31","CITY OF COTATI",2021,5,289.21,0,0,1,19.1,6,308.31,19.1,1
"CY2021","2 - CITY","CITY OF LODI 26","26","$3,167.93","","","2","$303.00","28","$3,470.93","CITY OF LODI",2021,26,3167.93,0,0,2,303,28,3470.93,303,2
"CY2021","2 - CITY","CITY OF RIALTO 58","58","$11,600.39","3","$651.00","1","$83.89","62","$12,335.28","CITY OF RIALTO",2021,58,11600.39,3,651,1,83.89,62,12335.28,734.89,4
"CY2021","2 - CITY","CITY OF GLENDALE 205","205","$31,930.43","9","$1,936.00","7","$1,007.69","221","$34,874.12","CITY OF GLENDALE",2021,205,31930.43,9,1936,7,1007.69,221,34874.12,2943.69,16
"CY2021","2 - CITY","CITY OF NORCO 8","8","$2,722.65","","","","","8","$2,722.65","CITY OF NORCO",2021,8,2722.65,0,0,0,0,8,2722.65,0,0
"CY2021","2 - CITY","CITY OF EASTVALE 1","1","$907.79","","","","","1","$907.79","CITY OF EASTVALE",2021,1,907.79,0,0,0,0,1,907.79,0,0
"CY2021","2 - CITY","CITY OF CARSON 109","109","$14,405.20","3","$1,190.00","5","$188.42","117","$15,783.62","CITY OF CARSON",2021,109,14405.2,3,1190,5,188.42,117,15783.62,1378.42,8
"CY2021","2 - CITY","CITY OF OAKLAND - RMB 35","35","$12,892.68","1","$1,000.00","1","$7.78","37","$13,900.46","CITY OF OAKLAND - RMB",2021,35,12892.68,1,1000,1,7.78,37,13900.46,1007.78,2
"CY2021","2 - CITY","CITY OF WEST COVINA 93","93","$14,423.81","1","$195.00","3","$301.63","97","$14,920.44","CITY OF WEST COVINA",2021,93,14423.81,1,195,3,301.63,97,14920.44,496.63,4
"CY2021","2 - CITY","CITY OF MONTCLAIR 44","44","$4,674.55","3","$928.00","2","$14.30","49","$5,616.85","CITY OF MONTCLAIR",2021,44,4674.55,3,928,2,14.3,49,5616.85,942.3,5
"CY2021","2 - CITY","CITY OF ORINDA 12","12","$965.00","","","","","12","$965.00","CITY OF ORINDA",2021,12,965,0,0,0,0,12,965,0,0
"CY2021","2 - CITY","CITY OF LONG BEACH 1,426","1,426","$285,781.74","55","$19,403.00","56","$7,867.98","1,537","$313,052.72","CITY OF LONG BEACH",2021,1426,285781.74,55,19403,56,7867.98,1537,313052.72,27270.98,111
"CY2021","2 - CITY","CITY OF GLENDORA 32","32","$3,945.19","","","1","$96.00","33","$4,041.19","CITY OF GLENDORA",2021,32,3945.19,0,0,1,96,33,4041.19,96,1
"CY2021","2 - CITY","CITY OF PORT HUENEME 88","88","$12,024.73","2","$424.00","1","$1.77","91","$12,450.50","CITY OF PORT HUENEME",2021,88,12024.73,2,424,1,1.77,91,12450.5,425.77,3
"CY2021","2 - CITY","CITY OF SANTE FE SPRINGS 47","47","$6,425.87","3","$395.64","3","$902.95","53","$7,724.46","CITY OF SANTE FE SPRINGS",2021,47,6425.87,3,395.64,3,902.95,53,7724.46,1298.59,6
"CY2021","2 - CITY","SAN FRANCISCO MUNICIPAL TRANS AGNCY 265","265","$62,173.71","6","$3,509.00","8","$812.99","279","$66,495.70","SAN FRANCISCO MUNICIPAL TRANS AGNCY",2021,265,62173.71,6,3509,8,812.99,279,66495.7,4321.99,14
"CY2021","2 - CITY","CITY OF JURUPA VALLEY 34","34","$6,237.22","2","$640.55","","","36","$6,877.77","CITY OF JURUPA VALLEY",2021,34,6237.22,2,640.55,0,0,36,6877.77,640.55,2
"CY2021","2 - CITY","CITY OF SAN BRUNO 28","28","$4,756.40","3","$552.00","","","31","$5,308.40","CITY OF SAN BRUNO",2021,28,4756.4,3,552,0,0,31,5308.4,552,3
"CY2021","2 - CITY","CITY OF NAPA 36","36","$11,573.26","1","$561.00","1","$90.00","38","$12,224.26","CITY OF NAPA",2021,36,11573.26,1,561,1,90,38,12224.26,651,2
"CY2021","2 - CITY","CITY OF LOMA LINDA 1","1","$91.05","","","1","$7.94","2","$98.99","CITY OF LOMA LINDA",2021,1,91.05,0,0,1,7.94,2,98.99,7.94,1
"CY2021","2 - CITY","CITY OF SOUTH EL MONTE 39","39","$43,282.26","2","$296.00","1","$5.30","42","$43,583.56","CITY OF SOUTH EL MONTE",2021,39,43282.26,2,296,1,5.3,42,43583.56,301.3,3
"CY2021","2 - CITY","CITY OF COLTON 59","59","$10,598.24","","","","","59","$10,598.24","CITY OF COLTON",2021,59,10598.24,0,0,0,0,59,10598.24,0,0
"CY2021","2 - CITY","CITY OF FREMONT 47","47","$7,783.14","3","$641.00","4","$383.80","54","$8,807.94","CITY OF FREMONT",2021,47,7783.14,3,641,4,383.8,54,8807.94,1024.8,7
"CY2021","2 - CITY","CITY OF YORBA LINDA 5","5","$1,750.00","","","","","5","$1,750.00","CITY OF YORBA LINDA",2021,5,1750,0,0,0,0,5,1750,0,0
"CY2021","2 - CITY","CITY OF SOLANA BEACH 4","4","$1,051.50","","","","","4","$1,051.50","CITY OF SOLANA BEACH",2021,4,1051.5,0,0,0,0,4,1051.5,0,0
"CY2021","2 - CITY","CITY OF EASTVALE 55","55","$5,362.22","1","$63.00","","","56","$5,425.22","CITY OF EASTVALE",2021,55,5362.22,1,63,0,0,56,5425.22,63,1
"CY2021","2 - CITY","CITY OF HAYWARD 94","94","$23,752.02","2","$486.00","4","$739.18","100","$24,977.20","CITY OF HAYWARD",2021,94,23752.02,2,486,4,739.18,100,24977.2,1225.18,6
"CY2021","2 - CITY","CITY OF ROSEMEAD 43","43","$4,526.33","","","1","$3.83","44","$4,530.16","CITY OF ROSEMEAD",2021,43,4526.33,0,0,1,3.83,44,4530.16,3.83,1
"CY2021","2 - CITY","CITY OF SANTA CLARITA 4","4","$3,760.18","1","$86.70","","","5","$3,846.88","CITY OF SANTA CLARITA",2021,4,3760.18,1,86.7,0,0,5,3846.88,86.7,1
"CY2021","2 - CITY","CITY OF LA QUINTA 8","8","$349.26","","","","","8","$349.26","CITY OF LA QUINTA",2021,8,349.26,0,0,0,0,8,349.26,0,0
"CY2021","2 - CITY","CITY OF COVINA 62","62","$8,901.93","","","3","$508.00","65","$9,409.93","CITY OF COVINA",2021,62,8901.93,0,0,3,508,65,9409.93,508,3
"CY2021","2 - CITY","CITY OF ATWATER 2","2","$278.00","","","1","$20.54","3","$298.54","CITY OF ATWATER",2021,2,278,0,0,1,20.54,3,298.54,20.54,1
"CY2021","2 - CITY","CITY OF MADERA 3","3","$402.38","","","","","3","$402.38","CITY OF MADERA",2021,3,402.38,0,0,0,0,3,402.38,0,0
"CY2021","2 - CITY","SAN BERNARDINO MUNICIPAL WATER DEPT 22","22","$2,657.95","","","","","22","$2,657.95","SAN BERNARDINO MUNICIPAL WATER DEPT",2021,22,2657.95,0,0,0,0,22,2657.95,0,0
"CY2021","2 - CITY","CITY OF WHITTIER 99","99","$17,281.15","2","$421.00","2","$107.48","103","$17,809.63","CITY OF WHITTIER",2021,99,17281.15,2,421,2,107.48,103,17809.63,528.48,4
"CY2021","2 - CITY","CITY OF HUNTINGTON PARK 241","241","$50,889.23","13","$4,180.00","3","$120.00","257","$55,189.23","CITY OF HUNTINGTON PARK",2021,241,50889.23,13,4180,3,120,257,55189.23,4300,16
"CY2021","2 - CITY","CITY OF TEHACHAPI 3","3","$419.10","","","","","3","$419.10","CITY OF TEHACHAPI",2021,3,419.1,0,0,0,0,3,419.1,0,0
"CY2021","2 - CITY","COASTAL ANIMAL SERVICE AUTHORITY 12","12","$3,362.86","","","1","$153.51","13","$3,516.37","COASTAL ANIMAL SERVICE AUTHORITY",2021,12,3362.86,0,0,1,153.51,13,3516.37,153.51,1
"CY2021","2 - CITY","CITY OF SIGNAL HILL 30","30","$4,481.62","","","1","$13.67","31","$4,495.29","CITY OF SIGNAL HILL",2021,30,4481.62,0,0,1,13.67,31,4495.29,13.67,1
"CY2021","2 - CITY","CITY OF COACHELLA 12","12","$2,894.74","","","","","12","$2,894.74","CITY OF COACHELLA",2021,12,2894.74,0,0,0,0,12,2894.74,0,0
"CY2021","2 - CITY","CITY OF DESERT HOT SPRINGS 13","13","$2,219.44","","","","","13","$2,219.44","CITY OF DESERT HOT SPRINGS",2021,13,2219.44,0,0,0,0,13,2219.44,0,0
"CY2021","2 - CITY","CITY OF CHINO 24","24","$8,011.65","","","","","24","$8,011.65","CITY OF CHINO",2021,24,8011.65,0,0,0,0,24,8011.65,0,0
"CY2021","2 - CITY","CITY OF LAGUNA BEACH 94","94","$7,790.98","","","9","$1,153.33","103","$8,944.31","CITY OF LAGUNA BEACH",2021,94,7790.98,0,0,9,1153.33,103,8944.31,1153.33,9
"CY2021","2 - CITY","CITY OF KINGSBURG 1","1","$14.62","","","","","1","$14.62","CITY OF KINGSBURG",2021,1,14.62,0,0,0,0,1,14.62,0,0
"CY2021","2 - CITY","CITY OF WATERFORD 3","3","$567.46","","","","","3","$567.46","CITY OF WATERFORD",2021,3,567.46,0,0,0,0,3,567.46,0,0
"CY2021","2 - CITY","CITY OF BELL GARDENS 68","68","$7,457.41","7","$914.00","2","$44.85","77","$8,416.26","CITY OF BELL GARDENS",2021,68,7457.41,7,914,2,44.85,77,8416.26,958.85,9
"CY2021","2 - CITY","CITY OF BELL 8","8","$2,077.27","","","","","8","$2,077.27","CITY OF BELL",2021,8,2077.27,0,0,0,0,8,2077.27,0,0
"CY2021","2 - CITY","CITY OF MAYWOOD 62","62","$8,518.10","2","$938.00","1","$440.00","65","$9,896.10","CITY OF MAYWOOD",2021,62,8518.1,2,938,1,440,65,9896.1,1378,3
"CY2021","2 - CITY","CITY OF MILLBRAE 7","7","$961.00","","","","","7","$961.00","CITY OF MILLBRAE",2021,7,961,0,0,0,0,7,961,0,0
"CY2021","2 - CITY","CITY OF OCEANSIDE 42","42","$5,295.87","1","$126.00","2","$252.00","45","$5,673.87","CITY OF OCEANSIDE",2021,42,5295.87,1,126,2,252,45,5673.87,378,3
"CY2021","2 - CITY","CITY OF WOODLAND 21","21","$1,954.70","2","$1,131.00","2","$175.00","25","$3,260.70","CITY OF WOODLAND",2021,21,1954.7,2,1131,2,175,25,3260.7,1306,4
"CY2021","2 - CITY","CITY OF FIREBAUGH 6","6","$251.82","1","$30.00","","","7","$281.82","CITY OF FIREBAUGH",2021,6,251.82,1,30,0,0,7,281.82,30,1
"CY2021","2 - CITY","CITY OF SANTA BARBARA CODE 1","1","$1,500.00","","","","","1","$1,500.00","CITY OF SANTA BARBARA CODE",2021,1,1500,0,0,0,0,1,1500,0,0
"CY2021","2 - CITY","CITY OF CAMARILLO 19","19","$3,081.66","","","3","$64.90","22","$3,146.56","CITY OF CAMARILLO",2021,19,3081.66,0,0,3,64.9,22,3146.56,64.9,3
"CY2021","2 - CITY","CITY OF IRVINE 1","1","$4,000.00","","","","","1","$4,000.00","CITY OF IRVINE",2021,1,4000,0,0,0,0,1,4000,0,0
"CY2021","2 - CITY","CITY OF CHICO 19","19","$2,023.35","1","$146.00","","","20","$2,169.35","CITY OF CHICO",2021,19,2023.35,1,146,0,0,20,2169.35,146,1
"CY2021","2 - CITY","CITY OF VENTURA 14","14","$1,237.49","","","","","14","$1,237.49","CITY OF VENTURA",2021,14,1237.49,0,0,0,0,14,1237.49,0,0
"CY2021","2 - CITY","TOWN OF COLMA 7","7","$1,036.08","","","","","7","$1,036.08","TOWN OF COLMA",2021,7,1036.08,0,0,0,0,7,1036.08,0,0
"CY2021","2 - CITY","CITY OF ROCKLIN 3","3","$330.00","","","","","3","$330.00","CITY OF ROCKLIN",2021,3,330,0,0,0,0,3,330,0,0
"CY2021","2 - CITY","SANTA BARBARA ADMIN/SNAP 1","1","$206.00","","","","","1","$206.00","SANTA BARBARA ADMIN/SNAP",2021,1,206,0,0,0,0,1,206,0,0
"CY2021","2 - CITY","CITY OF CLEARLAKE 11","11","$1,332.41","1","$137.50","","","12","$1,469.91","CITY OF CLEARLAKE",2021,11,1332.41,1,137.5,0,0,12,1469.91,137.5,1
"CY2021","2 - CITY","CITY OF SHAFTER 1","1","$91.00","","","","","1","$91.00","CITY OF SHAFTER",2021,1,91,0,0,0,0,1,91,0,0
"CY2021","2 - CITY","CITY OF BARSTOW 1","1","$100.00","","","","","1","$100.00","CITY OF BARSTOW",2021,1,100,0,0,0,0,1,100,0,0
"CY2021","2 - CITY","CITY OF NEEDLES","1","$174.50","","","","","1","$174.50","CITY OF NEEDLES",2021,1,174.5,0,0,0,0,1,174.5,0,0
"CY2021","2 - CITY","CITY OF CLOVIS 2","2","$106.67","1","$40.00","","","3","$146.67","CITY OF CLOVIS",2021,2,106.67,1,40,0,0,3,146.67,40,1
"CY2021","2 - CITY","CITY OF LOMITA 7","7","$1,070.73","1","$208.00","1","$208.00","9","$1,486.73","CITY OF LOMITA",2021,7,1070.73,1,208,1,208,9,1486.73,416,2
"CY2021","2 - CITY","CITY OF DANA POINT ADMIN 1","1","$125.00","","","1","$61.89","2","$186.89","CITY OF DANA POINT ADMIN",2021,1,125,0,0,1,61.89,2,186.89,61.89,1
"CY2021","2 - CITY","CITY OF YUBA CITY 11","11","$1,765.73","","","","","11","$1,765.73","CITY OF YUBA CITY",2021,11,1765.73,0,0,0,0,11,1765.73,0,0
"CY2021","2 - CITY","CITY OF SOUTH PASADENA 23","23","$2,765.84","1","$570.00","1","$100.00","25","$3,435.84","CITY OF SOUTH PASADENA",2021,23,2765.84,1,570,1,100,25,3435.84,670,2
"CY2021","2 - CITY","CITY OF UPLAND 38","38","$3,523.36","","","2","$65.12","40","$3,588.48","CITY OF UPLAND",2021,38,3523.36,0,0,2,65.12,40,3588.48,65.12,2
"CY2021","2 - CITY","CITY OF HESPERIA 2","2","$281.72","","","","","2","$281.72","CITY OF HESPERIA",2021,2,281.72,0,0,0,0,2,281.72,0,0
"CY2021","2 - CITY","MILL VALLEY POLICE DEPARTMENT 13","13","$1,814.88","1","$206.00","","","14","$2,020.88","MILL VALLEY POLICE DEPARTMENT",2021,13,1814.88,1,206,0,0,14,2020.88,206,1
"CY2021","2 - CITY","CITY OF EL MONTE 1","1","$80.71","","","","","1","$80.71","CITY OF EL MONTE",2021,1,80.71,0,0,0,0,1,80.71,0,0
"CY2021","2 - CITY","CITY OF SOUTH GATE 33","33","$4,245.37","1","$88.00","","","34","$4,333.37","CITY OF SOUTH GATE",2021,33,4245.37,1,88,0,0,34,4333.37,88,1
"CY2021","2 - CITY","CITY OF SAUSALITO 10","10","$1,273.31","","","","","10","$1,273.31","CITY OF SAUSALITO",2021,10,1273.31,0,0,0,0,10,1273.31,0,0
"CY2021","2 - CITY","CITY OF COMPTON 339","339","$91,905.48","24","$5,964.50","4","$649.08","367","$98,519.06","CITY OF COMPTON",2021,339,91905.48,24,5964.5,4,649.08,367,98519.06,6613.58,28
"CY2021","2 - CITY","CITY OF UKIAH 7","7","$567.15","","","","","7","$567.15","CITY OF UKIAH",2021,7,567.15,0,0,0,0,7,567.15,0,0
