CALENDAR YEAR,CATEGORY,AGENCY NAME,1. PIT OFFSET COUNT,1. PIT OFFSET AMOUNT,2. LOTTERY OFFSET COUNT,2. LOTTERY OFFSET AMOUNT,3. UNCLAIMED PROPERTY OFFSET COUNT,3. UNCLAIMED PROPERTY OFFSET AMOUNT,Total OFFSET COUNT,Total OFFSET AMOUNT
CY2019,4 - STATE,FAIRVIEW DEVELOPMENTAL CTR.,4,$567.00,,,,,4,$567.00
CY2019,4 - STATE,HOSPITALS - NAPA DEPT OF STATE,5,$870.00,1,"$1,744.57",,,6,"$2,614.57"
CY2019,4 - STATE,DEVELOPMENTAL CENTER PORTERVILLE,5,"$1,107.66",,,,,5,"$1,107.66"
CY2019,4 - STATE,CALIFORNIA HIGHWAY PATROL,18,"$6,969.89",,,,,18,"$6,969.89"
CY2019,4 - STATE,CA DEPARTMENT OF JUSTICE,1,$95.24,,,,,1,$95.24
CY2019,4 - STATE,VEHICLES DEPARTMENT OF MOTOR,38,"$10,116.81",2,$136.53,,,40,"$10,253.34"
CY2019,4 - STATE,CALPERS,87,"$40,476.73",1,"$1,000.00",1,$30.72,89,"$41,507.45"
CY2019,4 - STATE,REHABILITATION DEPARTMENT OF,13,"$3,060.66",1,$312.91,,,14,"$3,373.57"
CY2019,4 - STATE,DEPARTMENT OF CONSUMER AFFAIRS,681,"$202,042.39",3,$310.00,38,"$5,714.21",722,"$208,066.60"
CY2019,4 - STATE,DEPARTMENT OF FISH AND WILDLIFE,3,"$1,625.00",,,,,3,"$1,625.00"
CY2019,4 - STATE,"CSU, BAKERSFIELD",608,"$167,703.71",3,"$1,463.05",19,"$3,447.84",630,"$172,614.60"
CY2019,4 - STATE,RETIREMENT SYS CA STATE TEACHERS',42,"$45,834.84",1,$50.62,,,43,"$45,885.46"
CY2019,4 - STATE,CALPERS,1,$97.13,,,,,1,$97.13
CY2019,4 - STATE,FRANCHISE TAX BOARD,"17,156","$4,738,595.20",,,,,"17,156","$4,738,595.20"
CY2019,4 - STATE,OF STATE HOSPITAL METROPOLITAN DEPT,4,"$1,277.95",,,,,4,"$1,277.95"
CY2019,4 - STATE,DEPARTMENT OF TRANSPORTATION,413,"$166,812.12",3,"$3,000.00",10,"$1,757.40",426,"$171,569.52"
CY2019,4 - STATE,CA DEPT OF FOOD AND AGRICULTURE,14,"$2,202.76",,,,,14,"$2,202.76"
CY2019,4 - STATE,RECREATION CA. DEPT. OF PARKS AND,257,"$47,465.65",1,$178.75,12,"$1,055.77",270,"$48,700.17"
CY2019,4 - STATE,GOVERNORS OFFICE OF BUS.& ECON.,1,$84.34,,,,,1,$84.34
CY2019,4 - STATE,VICTIM COMPENSATION BRD CALVCB CAL,45,"$2,354.58",1,$46.70,,,46,"$2,401.28"
CY2019,4 - STATE,CA HIGH SPEED RAIL AUTHORITY,4,"$3,895.34",,,,,4,"$3,895.34"
CY2019,4 - STATE,DEPARTMENT OF STATE HOSPITALS,2,$652.00,,,,,2,$652.00
CY2019,4 - STATE,DEPT OF REAL ESTATE,18,"$4,602.06",2,$428.47,,,20,"$5,030.53"
CY2019,4 - STATE,CALIFORNIA DEPT OF EDUCATION,1,$280.39,,,,,1,$280.39
CY2019,4 - STATE,DEPT OF CHILD SUPPORT SERVICES,"88,401","$40,186,826.93",343,"$478,144.27","3,501","$1,114,212.26","92,245","$41,779,183.46"
CY2019,4 - STATE,,26,"$3,780.92",,,,,26,"$3,780.92"
CY2019,4 - STATE,CA DEPARTMENT OF SOCIAL SERVICES,"62,402","$17,288,050.89",330,"$214,856.09","1,405","$165,940.91","64,137","$17,668,847.89"
CY2019,4 - STATE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",674,"$263,721.21",5,"$4,381.56",21,"$1,308.27",700,"$269,411.04"
CY2019,4 - STATE,DEPARTMENT OF STATE HOSPITALS,10,"$7,439.71",,,,,10,"$7,439.71"
CY2019,4 - STATE,DEPARTMENT OF STATE HOSPITALS,5,"$1,487.83",,,1,$157.94,6,"$1,645.77"
CY2019,4 - STATE,CA STUDENT AID COMMISSION,45,"$45,442.59",,,1,$4.00,46,"$45,446.59"
CY2019,4 - STATE,UC SANTA BARBARA,299,"$43,273.59",1,$114.26,1,$26.17,301,"$43,414.02"
CY2019,4 - STATE,DEPARTMENT OF DEVELOPMENTAL SERVICE,174,"$198,890.30",,,6,$554.04,180,"$199,444.34"
CY2019,4 - STATE,CSU MARITIME ACADEMY,29,"$21,760.83",1,$197.00,1,$224.45,31,"$22,182.28"
CY2019,4 - STATE,HOUSING COMMUNITY DEVELOPMENT,1,$138.35,,,,,1,$138.35
CY2019,4 - STATE,STATE WATER RESOURCES CONTROL BOARD,2,$510.31,,,,,2,$510.31
CY2019,4 - STATE,PRISON INDUSTRY AUTHORITY,4,"$1,155.98",,,,,4,"$1,155.98"
CY2019,4 - STATE,CALIFORNIA LOTTERY,117,"$49,865.92",1,$655.00,3,"$1,836.67",121,"$52,357.59"
CY2019,4 - STATE,DEPARTMENT OF INSURANCE,5,"$1,696.57",,,,,5,"$1,696.57"
CY2019,4 - STATE,CA VICTIM COMPENSATION BOARD,22,"$11,686.78",1,$5.00,,,23,"$11,691.78"
CY2019,4 - STATE,FAIR POLITICAL PRACTICES COMMISSION,28,"$2,610.00",,,3,$258.00,31,"$2,868.00"
CY2019,4 - STATE,STATE CONTROLLER'S OFFICE,3,"$2,565.11",,,,,3,"$2,565.11"
CY2019,4 - STATE,STATE CONTROLLER'S OFFICE,2,$45.19,,,,,2,$45.19
CY2019,4 - STATE,DEPT OF TOXIC SUBSTANCES CONTROL,1,$636.10,,,2,$64.09,3,$700.19
CY2019,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,"1,032","$282,622.07",12,"$3,404.35",54,"$4,721.38","1,098","$290,747.80"
CY2019,4 - STATE,DEPT OF SOCIAL SERVICES,8,"$4,217.06",,,3,"$1,021.19",11,"$5,238.25"
CY2019,4 - STATE,FRESNO STATE,75,"$9,173.41",1,$135.00,1,$122.00,77,"$9,430.41"
CY2019,4 - STATE,FRANCHISE TAX BOARD,"1,959","$1,992,528.10",,,,,"1,959","$1,992,528.10"
CY2019,4 - STATE,CALIF. STATE UNIV. MONTEREY BAY,2,$251.11,1,$96.67,,,3,$347.78
CY2019,4 - STATE,CDPH - GENETIC DISEASE BRANCH,"3,993","$571,381.10",3,$664.80,43,"$3,181.99","4,039","$575,227.89"
CY2019,4 - STATE,UCLA DEBT MANAGEMENT SERVICES (DMS),694,"$270,251.92",3,"$1,517.16",41,"$2,953.10",738,"$274,722.18"
CY2019,4 - STATE,CA DEPT OF SOCIAL SERVICES,65,"$15,124.13",2,$456.36,,,67,"$15,580.49"
CY2019,4 - STATE,EMPLOYMENT DEVELOPMENT DEPARTMENT,48,"$26,204.50",2,$114.51,,,50,"$26,319.01"
CY2019,4 - STATE,CSU DOMINGUEZ HILLS,87,"$10,313.19",2,$671.00,,,89,"$10,984.19"
CY2019,4 - STATE,CA DEPT OF TAX AND FEE ADMIN,157,"$61,558.34",1,"$1,000.00",9,"$1,660.83",167,"$64,219.17"
CY2019,4 - STATE,PLANNING/DEVELOP. STATEWIDE HEALTH,4,"$6,327.00",,,,,4,"$6,327.00"
CY2019,4 - STATE,CENTER CANYON SPRINGS DEVELOPMENT,3,"$1,211.84",,,,,3,"$1,211.84"
CY2019,4 - STATE,DEPT OF VETERANS AFFAIRS,26,"$7,335.73",3,$671.78,,,29,"$8,007.51"
CY2019,4 - STATE,BEVERAGE CONTROL DEPT OF ALCOHOLIC,2,$737.04,,,,,2,$737.04
CY2019,4 - STATE,DDS/ANNUAL FAMILY PROGRAM FEE,293,"$54,906.16",1,$200.00,17,"$1,222.67",311,"$56,328.83"
CY2019,4 - STATE,"UNIVERSITY OF CALIFORNIA, BERKELEY",200,"$93,625.89",4,$663.71,,,204,"$94,289.60"
CY2019,4 - STATE,CONTROLLER'S OFFICE STATE,3,"$2,069.00",,,,,3,"$2,069.00"
CY2019,4 - STATE,OF EMERGENCY CA GOVERNOR'S OFFICE,3,"$2,386.00",,,,,3,"$2,386.00"
CY2019,4 - STATE,BENEFIT EXCHANGE CA HEALTH,10,"$2,198.94",,,,,10,"$2,198.94"
CY2019,4 - STATE,CARE SERVICES CA DEPT OF HEALTH,10,"$2,970.26",,,,,10,"$2,970.26"
CY2019,4 - STATE,CSU NORTHRIDGE,202,"$26,224.47",2,$254.00,5,$278.81,209,"$26,757.28"
CY2019,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,"153,646","$34,937,450.20",937,"$328,719.97","3,968","$436,078.79","158,551","$35,702,248.96"
CY2019,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,"9,817","$1,775,170.47",193,"$53,641.98",548,"$53,221.16","10,558","$1,882,033.61"
CY2019,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,"1,364","$210,382.65",28,"$6,771.60",88,"$9,798.11","1,480","$226,952.36"
CY2019,4 - STATE,STATE BAR OF CALIFORNIA,146,"$145,656.00",26,"$4,212.79",,,172,"$149,868.79"
CY2019,4 - STATE,"UNIVERSITY OF CALIFORNIA,",656,"$188,773.41",12,$841.61,,,668,"$189,615.02"
CY2019,5 - COUNTY SUPERIOR COURT,- COUNTY SUPERIOR COURT KERN COUNTY SUPERIOR COURT,"6,129","$1,982,977.78",41,"$35,215.42",131,"$27,153.11","6,301","$2,045,346.31"
CY2019,5 - COUNTY SUPERIOR COURT,"SUPERIOR COURT CA, VENTURA COUNTY","5,240","$1,895,168.03",44,"$35,141.34",144,"$26,493.49","5,428","$1,956,802.86"
CY2019,5 - COUNTY SUPERIOR COURT,COURT OF CA COUNTY OF INYO SUPERIOR,15,"$2,524.09",,,,,15,"$2,524.09"
CY2019,5 - COUNTY SUPERIOR COURT,SOLANO SUPERIOR COURT,"3,272","$1,502,076.24",29,"$30,720.98",88,"$21,166.65","3,389","$1,553,963.87"
CY2019,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT IMPERIAL COUNTY,82,"$28,885.66",1,$560.00,,,83,"$29,445.66"
CY2019,5 - COUNTY SUPERIOR COURT,LOS ANGELES SUPERIOR COURT,944,"$236,578.97",6,"$2,650.00",17,"$1,521.38",967,"$240,750.35"
CY2019,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CALIFORNIA,"6,323","$1,958,922.67",64,"$37,650.84",244,"$46,649.77","6,631","$2,043,223.28"
CY2019,5 - COUNTY SUPERIOR COURT,LOS ANGELES SUPERIOR COURT-TRAFFIC,"11,849","$4,815,758.95",96,"$77,630.62",294,"$50,989.38","12,239","$4,944,378.95"
CY2019,5 - COUNTY SUPERIOR COURT,COURT COUNTY OF MARIPOSA SUPERIOR,82,"$30,386.13",1,"$1,000.00",1,$425.89,84,"$31,812.02"
CY2019,5 - COUNTY SUPERIOR COURT,CALAVERAS SUPERIOR COURT,22,"$7,004.44",,,,,22,"$7,004.44"
CY2019,5 - COUNTY SUPERIOR COURT,SAN DIEGO SUPERIOR COURT,"15,928","$4,553,594.63",89,"$60,641.41",586,"$94,438.19","16,603","$4,708,674.23"
CY2019,5 - COUNTY SUPERIOR COURT,COURT OF CALIFORNIA SUPERIOR,251,"$103,431.70",2,$37.59,,,253,"$103,469.29"
CY2019,5 - COUNTY SUPERIOR COURT,NAPA SUPERIOR COURT,"1,965","$706,249.10",15,"$11,304.57",49,"$7,428.09","2,029","$724,981.76"
CY2019,5 - COUNTY SUPERIOR COURT,CONTRA COSTA SUPERIOR COURT,"7,191","$3,203,999.72",54,"$45,719.54",243,"$51,404.90","7,488","$3,301,124.16"
CY2019,5 - COUNTY SUPERIOR COURT,COUNTY SUPERIOR COURT OF TULARE,882,"$270,814.60",6,"$4,694.00",13,"$1,241.55",901,"$276,750.15"
CY2019,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT SISKIYOU COUNTY,174,"$80,937.93",1,"$1,710.00",1,$0.92,176,"$82,648.85"
CY2019,5 - COUNTY SUPERIOR COURT,YOLO SUPERIOR COURT OF CA,"2,208","$897,635.54",19,"$15,972.48",48,"$12,325.97","2,275","$925,933.99"
CY2019,5 - COUNTY SUPERIOR COURT,ORANGE COUNTY SUPERIOR COURT,"4,246","$1,209,533.78",22,"$10,688.65",85,"$8,903.70","4,353","$1,229,126.13"
CY2019,5 - COUNTY SUPERIOR COURT,COUNTY SUPERIOR COURT OF SUTTER,427,"$146,782.38",3,"$1,622.00",10,"$1,189.95",440,"$149,594.33"
CY2019,5 - COUNTY SUPERIOR COURT,FRESNO SUPERIOR COURT,65,"$31,610.01",,,,,65,"$31,610.01"
CY2019,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT SAN,"1,660","$562,325.15",13,"$6,784.25",33,"$9,562.36","1,706","$578,671.76"
CY2019,5 - COUNTY SUPERIOR COURT,RIVERSIDE SUPERIOR COURT,"24,332","$8,050,787.85",134,"$113,950.23",633,"$117,865.67","25,099","$8,282,603.75"
CY2019,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CALIFORNIA,730,"$186,636.68",5,"$2,367.26",15,"$1,093.45",750,"$190,097.39"
CY2019,5 - COUNTY SUPERIOR COURT,SHASTA COUNTY SUPERIOR COURT,"4,315","$1,528,871.62",26,"$24,590.59",71,"$13,015.84","4,412","$1,566,478.05"
CY2019,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CA-VENTURA COUNTY,"1,085","$362,780.97",12,"$5,625.29",17,"$12,832.56","1,114","$381,238.82"
CY2019,5 - COUNTY SUPERIOR COURT,YUBA COUNTY SUPERIOR COURT,216,"$77,391.54",,,6,$133.47,222,"$77,525.01"
CY2019,5 - COUNTY SUPERIOR COURT,RIVERSIDE SUPERIOR COURT,44,"$13,227.10",,,1,$0.15,45,"$13,227.25"
CY2019,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT COUNTY OFSANTA CRUZ,"1,542","$526,222.05",15,"$13,868.00",51,"$38,584.73","1,608","$578,674.78"
CY2019,5 - COUNTY SUPERIOR COURT,MODOC SUPERIOR COURT,6,"$2,200.35",,,,,6,"$2,200.35"
CY2019,6 - OTHER STATES,STATES UMASS GLOBAL,711,"$379,398.85",,,21,"$1,745.25",732,"$381,144.10"
CY2019,6 - OTHER STATES,UNIVERSITY OF REDLANDS,66,"$39,289.43",1,$803.00,1,$10.00,68,"$40,102.43"
CY2019,6 - OTHER STATES,NOTRE DAME DE NAMUR UNIVERSITY,42,"$14,806.76",,,1,$26.37,43,"$14,833.13"
CY2019,6 - OTHER STATES,UNIVERSITY OF SOUTHERN CALIF.,220,"$112,150.82",,,15,"$2,960.38",235,"$115,111.20"
CY2019,6 - OTHER STATES,PEPPERDINE UNIVERSITY,25,"$23,058.06",,,,,25,"$23,058.06"
CY2019,6 - OTHER STATES,STANFORD UNIVERSITY,19,"$13,659.39",,,,,19,"$13,659.39"
CY2019,6 - OTHER STATES,SANTA CLARA UNIVERSITY,69,"$8,703.57",,,,,69,"$8,703.57"
CY2019,6 - OTHER STATES,UNIVERSITY OF LA VERNE,122,"$43,587.36",2,$921.79,,,124,"$44,509.15"
CY2019,6 - OTHER STATES,BIOLA UNIVERSITY,8,"$2,264.33",,,,,8,"$2,264.33"
CY2019,6 - OTHER STATES,WHITTIER COLLEGE,104,"$60,308.73",1,$922.00,5,$718.25,110,"$61,948.98"
CY2019,6 - OTHER STATES,LOMA LINDA UNIVERSITY,35,"$25,458.37",,,,,35,"$25,458.37"
CY2019,6 - OTHER STATES,LOYOLA MARYMOUNT UNIVERSITY,272,"$139,692.59",,,8,$114.65,280,"$139,807.24"
CY2019,6 - OTHER STATES,SAINT MARY'S COLLEGE OF CA,28,"$12,825.79",1,"$1,000.00",,,29,"$13,825.79"
CY2019,6 - OTHER STATES,LA SIERRA UNIVERSITY,48,"$15,481.51",,,,,48,"$15,481.51"
CY2019,6 - OTHER STATES,CA COLLEGE OF ARTS,13,"$3,580.13",1,$194.12,,,14,"$3,774.25"
CY2019,6 - OTHER STATES,CHAPMAN UNIVERSITY,43,"$18,294.08",1,$562.00,,,44,"$18,856.08"
CY2019,7 - SPECIAL DISTRICTS,DISTRICT - SPECIAL DISTRICTS MARIN WATER,5,$670.00,,,,,5,$670.00
CY2019,7 - SPECIAL DISTRICTS,CUCAMONGA VALLEY WATER DISTRICT,101,"$16,069.15",5,$919.33,4,$473.74,110,"$17,462.22"
CY2019,7 - SPECIAL DISTRICTS,EAST BAY MUNICIPAL UTILITY DISTRICT,11,"$3,689.04",1,$459.33,,,12,"$4,148.37"
CY2019,7 - SPECIAL DISTRICTS,DISTRICT SAN MATEO COUNTY HARBOR,8,$687.73,,,,,8,$687.73
CY2019,7 - SPECIAL DISTRICTS,WESTERN MUNICIPAL WATER DISTRICT,27,"$3,234.96",6,$508.63,,,33,"$3,743.59"
CY2019,7 - SPECIAL DISTRICTS,RANCHO CA WATER DISTRICT,191,"$32,770.64",8,$312.44,,,199,"$33,083.08"
CY2019,7 - SPECIAL DISTRICTS,SANTA CLARA VALLEY TRANSP. AUTH.,46,"$5,209.76",1,$95.00,3,$140.00,50,"$5,444.76"
CY2019,7 - SPECIAL DISTRICTS,BART ADMIN,1,$95.00,,,,,1,$95.00
CY2019,7 - SPECIAL DISTRICTS,EAST BAY REGIONAL PARK DISTRICT,58,"$4,018.16",1,$298.00,1,$50.00,60,"$4,366.16"
CY2019,7 - SPECIAL DISTRICTS,RIVERSIDE CNTY TRANSPORTATION COMMI,"1,678","$200,093.90",10,"$3,749.15",38,"$3,054.33","1,726","$206,897.38"
CY2019,7 - SPECIAL DISTRICTS,YORBA LINDA WATER DISTRICT,28,"$2,705.68",1,$259.92,1,$29.63,30,"$2,995.23"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,- UNIV/COLLEGE/POST SEC INSTITUTIONS CYPRESS COLLEGE,140,"$11,446.54",1,$1.00,,,141,"$11,447.54"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COLLEGE SOLANO COMMUNITY,82,"$9,063.94",2,$82.26,,,84,"$9,146.20"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COLLEGE PALOMAR,57,"$7,255.46",2,$194.00,,,59,"$7,449.46"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,STATE UNIVERSITY SAN FRANCISCO,79,"$8,521.70",,,,,79,"$8,521.70"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COLLEGE PASEDENA CITY,57,"$4,073.00",2,$50.35,,,59,"$4,123.35"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SACRAMENTO CSU,67,"$5,758.46",3,$248.75,,,70,"$6,007.21"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,JOSE EVERGREEN CCD SAN,33,"$3,005.08",,,,,33,"$3,005.08"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SANTA CRUZ UC,76,"$8,417.29",1,$53.95,,,77,"$8,471.24"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CHAFFEY COLLEGE,60,"$5,232.00",3,$107.76,,,63,"$5,339.76"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COLLEGE LOS ANGELES VALLEY,59,"$4,872.47",1,$69.00,6,$312.17,66,"$5,253.64"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,VALLEY COLLEGE IRVINE,63,"$5,109.44",2,$125.59,,,65,"$5,235.03"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COLLEGE DIST RIVERSIDE COMMUNITY,94,"$10,901.99",2,$85.00,,,96,"$10,986.99"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COLLEGE GOLDEN WEST,108,"$7,734.15",1,$277.00,1,$25.00,110,"$8,036.15"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COLLEGE ORANGE COAST,67,"$4,227.50",1,$55.00,3,$165.00,71,"$4,447.50"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COASTLINE COMMUNITY COLLEGE,10,$819.00,,,,,10,$819.00
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,MARIN COMMUNITY COLLEGE,22,"$3,753.34",,,,,22,"$3,753.34"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,NAPA VALLEY COLLEGE POLICE DEPT,27,"$2,268.00",,,,,27,"$2,268.00"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CERRO COSO COLLEGE,10,$662.00,,,,,10,$662.00
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COLLEGE BAKERSFIELD,177,"$16,872.49",1,$170.00,3,$107.19,181,"$17,149.68"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,PORTERVILLE COLLEGE,52,"$2,969.00",,,,,52,"$2,969.00"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,UNIVERSITY SAN JOSE STATE,482,"$159,078.42",3,"$1,047.68",16,"$2,520.31",501,"$162,646.41"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"CSU, LONG BEACH",978,"$297,701.39",3,"$2,513.00",35,"$2,724.47","1,016","$302,938.86"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"CSU, LOS ANGELES","1,200","$315,038.77",5,"$3,145.19",24,"$1,374.65","1,229","$319,558.61"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,UNIVERSITY SAN DIEGO STATE,740,"$202,194.88",1,$80.00,8,$886.87,749,"$203,161.75"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"BAY CAL STATE UNIVERSITY, EAST","1,158","$365,985.39",3,"$1,395.63",23,"$4,277.30","1,184","$371,658.32"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"STATE UNIVERSITY,FRESNO CALIFORNIA",389,"$100,781.16",2,$64.45,,,391,"$100,845.61"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,UNIVERSITY CHICO CALIFORNIA STATE,427,"$128,113.30",1,"$2,500.00",17,"$1,587.90",445,"$132,201.20"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"CSU, STANISLAUS",373,"$97,451.63",1,$166.81,10,$251.89,384,"$97,870.33"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CALIFORNIA STATE,"1,164","$405,009.41",6,"$4,062.33",32,"$8,600.04","1,202","$417,671.78"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CSU SAN BERNARDINO,41,"$20,777.41",,,2,$58.51,43,"$20,835.92"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,HUMBOLDT STATE UNIVERSITY,381,"$68,270.31",,,5,$242.12,386,"$68,512.43"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CALIFORNIA STATE UNIVERSITY,"1,697","$351,371.94",7,"$1,773.64",59,"$11,028.98","1,763","$364,174.56"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SAN FRANCISCO STATE UNIVERSITY,999,"$281,839.18",,,15,"$2,474.34","1,014","$284,313.52"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SONOMA STATE UNIVERSITY,27,"$12,310.05",,,1,$425.10,28,"$12,735.15"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CA COMMUNITY COLLEGES,"58,216","$8,618,243.85",210,"$54,613.58",937,"$79,111.19","59,363","$8,751,968.62"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CA STATE UNIVERSITY SAN MARCOS,381,"$110,263.14",,,7,"$4,623.13",388,"$114,886.27"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CSU MONTEREY BAY,154,"$48,490.86",1,"$1,000.00",7,$609.00,162,"$50,099.86"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CSU SAN BERNARDINO,195,"$19,202.90",,,9,$491.01,204,"$19,693.91"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CSU CHANNEL ISLANDS,115,"$23,061.70",,,1,$168.40,116,"$23,230.10"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,MT SAN ANTONIO COLLEGE,254,"$31,319.82",1,$114.00,9,$207.57,264,"$31,641.39"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CALIF POLYTECHNIC STATE UNIVERSITY,111,"$35,865.07",,,5,$363.68,116,"$36,228.75"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SAN MATEO COMMUNITY COLLEGE DIST,124,"$18,343.57",1,$129.00,5,$46.94,130,"$18,519.51"
CY2019,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,,"811,151","$228,860,800.00","6,911","$4,801,334.09","38,790","$8,461,470.40","856,852","$242,123,604.49"
CY2020,2 - CITY,- CITY CITY OF EUREKA,18,"$1,638.00",1,$83.00,,,19,"$1,721.00"
CY2020,2 - CITY,CITY OF REDDING,1,$615.00,,,,,1,$615.00
CY2020,2 - CITY,CITY OF DIXON,4,"$2,151.00",,,,,4,"$2,151.00"
CY2020,2 - CITY,CITY OF BEAUMONT,36,"$4,326.00",,,1,$95.00,37,"$4,421.00"
CY2020,2 - CITY,CITY OF ARTESIA,1,$194.35,,,,,1,$194.35
CY2020,2 - CITY,CITY OF LEMON GROVE,23,"$2,102.50",1,$160.50,,,24,"$2,263.00"
CY2020,2 - CITY,CITY OF GRAND TERRACE,29,"$3,106.50",,,,,29,"$3,106.50"
CY2020,2 - CITY,CITY OF STOCKTON,553,"$100,037.89",4,$601.00,,,557,"$100,638.89"
CY2020,2 - CITY,TIBURON POLICE DEPT,4,"$1,520.00",,,,,4,"$1,520.00"
CY2020,2 - CITY,LARKSPUR CITY OF,3,$710.00,,,,,3,$710.00
CY2020,2 - CITY,CITY OF CORONADO,28,"$3,824.00",,,,,28,"$3,824.00"
CY2020,2 - CITY,CITY OF SANTA ROSA,222,"$34,524.14",,,,,222,"$34,524.14"
CY2020,2 - CITY,CITY OF BELL,143,"$26,654.67",,,,,143,"$26,654.67"
CY2020,2 - CITY,SACRAMENTO CITY OF WEST,1,$370.00,,,,,1,$370.00
CY2020,2 - CITY,CITY OF LYNWOOD,506,"$100,215.16",1,$58.35,,,507,"$100,273.51"
CY2020,2 - CITY,CITY OF VACAVILLE,62,"$9,245.83",1,$93.00,,,63,"$9,338.83"
CY2020,2 - CITY,FRESNO CITY OF,15,"$9,955.00",,,,,15,"$9,955.00"
CY2020,2 - CITY,HAWAIIAN GARDENS CITY OF,1,$35.00,,,,,1,$35.00
CY2020,2 - CITY,CITY OF NORWALK,1,$173.00,,,,,1,$173.00
CY2020,2 - CITY,ELSINORE CITY OF LAKE,214,"$34,605.51",,,,,214,"$34,605.51"
CY2020,2 - CITY,CITY OF VACAVILLE,145,"$23,561.89",1,$58.76,,,146,"$23,620.65"
CY2020,2 - CITY,METROPOLITAN TRANSPORTATION COMMISS,"5,724","$1,131,570.29",20,"$4,288.54",13,"$1,770.67","5,757","$1,137,629.50"
CY2020,2 - CITY,"CITY OF RIVERSIDE, PARKING",808,"$125,690.86",1,$96.00,3,$279.00,812,"$126,065.86"
CY2020,2 - CITY,CAPISTRANO CITY OF SAN JUAN,70,"$13,432.55",,,,,70,"$13,432.55"
CY2020,2 - CITY,CITY OF DOWNEY,486,"$62,387.50",2,$240.50,1,$100.50,489,"$62,728.50"
CY2020,2 - CITY,CITY OF WILDOMAR,10,"$4,411.00",,,,,10,"$4,411.00"
